,Normalized_LunchADP,Normalized_FreeRedcElig,Normalized_LunchTotal,clusters
9869,32.34731543624161,9.731543624161073,614.5973154362416,1
9872,83.38961038961038,98.7012987012987,1167.5324675324675,0
9875,21.133333333333333,60.0,380.0,1
9883,0.0,0.0,0.0,1
9888,0.0,0.0,0.0,1
9895,0.0,0.0,0.0,1
9897,62.12972972972973,85.94594594594595,994.0540540540541,0
9898,38.895348837209305,100.0,1205.813953488372,0
9900,0.0,0.0,0.0,1
9903,0.0,0.0,0.0,1
9906,0.0,0.0,0.0,1
9912,0.0,0.0,0.0,1
9919,0.0,0.0,0.0,1
9925,0.0,0.0,0.0,1
9927,0.0,0.0,0.0,1
9930,0.0,0.0,0.0,1
9931,0.0,0.0,0.0,1
9934,0.0,0.0,0.0,1
9935,0.0,93.04347826086956,0.0,1
9936,0.0,0.0,0.0,1
9938,0.0,0.0,0.0,1
9940,0.0,0.0,0.0,1
9943,0.0,0.0,0.0,1
9945,0.0,0.0,0.0,1
9946,0.0,0.0,0.0,1
9952,0.0,0.0,0.0,1
9955,0.0,0.0,0.0,1
9956,0.0,0.0,0.0,1
9959,70.8395061728395,100.0,1204.320987654321,0
9964,0.0,0.0,0.0,1
9965,0.0,0.0,0.0,1
9968,0.0,0.0,0.0,1
9974,0.0,0.0,0.0,1
9981,0.0,95.58232931726907,0.0,1
9986,0.0,0.0,0.0,1
9993,70.33093525179856,100.0,1195.68345323741,0
9994,0.0,0.0,0.0,1
9996,0.0,0.0,0.0,1
9999,0.0,0.0,0.0,1
10002,74.47738693467338,100.0,1415.0753768844222,0
10004,0.0,0.0,0.0,1
10005,0.0,0.0,0.0,1
10009,0.0,0.0,0.0,1
10011,0.0,0.0,0.0,1
10020,0.0,0.0,0.0,1
10022,0.0,0.0,0.0,1
10031,0.0,0.0,0.0,1
10033,0.0,0.0,0.0,1
10035,0.0,0.0,0.0,1
10037,0.0,0.0,0.0,1
10038,0.0,0.0,0.0,1
10041,0.0,0.0,0.0,1
10049,65.24120603015075,100.0,1174.3718592964824,0
10050,55.383333333333326,100.0,1716.6666666666667,0
10053,44.74683544303797,100.0,1387.3417721518986,0
10055,39.02255639097744,100.0,1209.7744360902257,0
10076,66.26190476190476,77.97619047619048,1258.9285714285713,0
10125,78.56,100.0,2435.333333333333,2
10131,21.0,100.0,650.0,1
10138,0.0,63.63636363636363,0.0,1
10140,75.86666666666667,100.0,1441.4814814814815,0
10149,45.9375,100.0,1425.0,0
10156,87.25423728813558,100.0,2705.084745762712,2
10170,62.1551724137931,87.93103448275862,1181.0344827586207,0
10182,52.29970326409495,45.6973293768546,1045.994065281899,0
10189,44.80434782608695,54.347826086956516,1389.1304347826087,0
10204,58.94897959183674,100.0,1827.5510204081634,0
10218,0.0,50.5,0.0,1
10219,68.60714285714286,100.0,1303.5714285714287,0
10221,91.625,100.0,2840.625,2
10230,66.76744186046511,100.0,2069.767441860465,2
10256,58.763440860215056,100.0,1821.505376344086,0
10270,59.359477124183,50.98039215686274,1009.1503267973856,0
10277,0.0,100.0,0.0,1
10286,51.0045871559633,100.0,1581.1926605504586,0
10290,0.0,59.34065934065934,0.0,1
10298,86.43103448275863,100.0,2679.310344827586,2
10303,76.40127388535032,100.0,1451.592356687898,0
10311,0.0,0.0,0.0,1
10316,0.0,100.0,0.0,1
10328,0.0,66.20111731843575,0.0,1
10354,75.41481481481482,90.37037037037037,1206.6666666666667,0
10388,79.0,85.71428571428571,2450.0,2
10397,0.0,0.0,0.0,1
10413,44.166666666666664,100.0,883.3333333333334,0
10425,0.0,0.0,0.0,1
10429,52.773972602739725,41.78082191780822,1002.7397260273972,0
10432,0.0,0.0,0.0,1
10435,64.85849056603774,99.52830188679245,1297.1698113207547,0
10438,0.0,17.62208067940552,0.0,1
10479,32.50684931506849,39.04109589041096,422.6027397260274,1
10495,37.64150943396227,100.0,752.8301886792452,0
10496,0.0,0.0,0.0,1
10498,87.14814814814815,100.0,2701.8518518518517,2
10505,90.15111111111112,92.0,1712.8888888888887,0
10513,0.0,0.0,0.0,1
10515,30.086956521739133,100.0,601.7391304347826,1
10517,0.0,0.0,0.0,1
10538,64.14285714285714,100.0,1988.5714285714287,2
10548,0.0,0.0,0.0,1
10552,30.677685950413224,17.079889807162534,552.2038567493113,1
10554,66.36683417085428,100.0,995.4773869346734,0
10565,11.963414634146343,48.78048780487805,191.46341463414635,1
10580,79.96907216494846,100.0,1119.5876288659792,0
10588,83.9342105263158,100.0,1175.0,0
10627,76.95918367346938,100.0,1077.5510204081631,0
10645,69.56521739130434,100.0,1391.304347826087,0
10653,79.97080291970804,82.48175182481752,1439.4160583941605,0
10657,0.0,0.0,0.0,1
10669,35.52950819672131,6.065573770491803,532.9508196721312,1
10678,0.0,0.0,0.0,1
10682,0.0,0.0,0.0,1
10712,0.0,0.0,0.0,1
10727,32.66197183098592,100.0,522.5352112676056,1
10728,45.63243243243244,69.72972972972973,867.0270270270271,0
10732,39.149253731343286,100.0,508.955223880597,1
10743,0.0,0.0,0.0,1
10745,20.176470588235297,75.73529411764706,363.2352941176471,1
10749,78.58798283261802,89.27038626609442,1493.1330472103004,0
10751,0.0,0.0,0.0,1
10752,0.0,0.0,0.0,1
10763,90.1904761904762,100.0,2795.2380952380954,2
10764,0.0,0.0,0.0,1
10765,57.41322314049586,72.72727272727273,1090.9090909090908,0
10766,66.30991735537191,76.85950413223141,1259.9173553719008,0
10771,0.0,0.0,0.0,1
10772,0.0,0.0,0.0,1
10776,0.0,59.33147632311978,0.0,1
10777,0.0,0.0,0.0,1
10779,0.0,0.0,0.0,1
10781,0.0,0.0,0.0,1
10784,58.406015037593995,3.007518796992481,1109.7744360902257,0
10785,53.79999999999999,100.0,1668.0,0
10787,52.645161290322584,100.0,1632.2580645161293,0
10788,66.06040268456377,80.53691275167785,462.4161073825503,1
10790,0.0,0.0,0.0,1
10791,0.0,0.0,0.0,1
10793,0.0,0.0,0.0,1
10794,65.95652173913044,100.0,791.3043478260869,0
10795,0.0,0.0,0.0,1
10797,0.0,0.0,0.0,1
10798,0.0,0.0,0.0,1
10799,0.0,0.0,0.0,1
10800,0.0,0.0,0.0,1
10802,0.0,0.0,0.0,1
10803,0.0,0.0,0.0,1
10804,0.0,0.0,0.0,1
10805,0.0,0.0,0.0,1
10806,83.77419354838709,100.0,1508.0645161290322,0
10807,0.0,0.0,0.0,1
10809,85.17142857142856,100.0,2640.0,2
10810,0.0,0.0,0.0,1
10811,0.0,0.0,0.0,1
10812,86.43243243243242,100.0,1555.855855855856,0
10813,0.0,0.0,0.0,1
10814,0.0,0.0,0.0,1
10815,0.0,0.0,0.0,1
10817,0.0,0.0,0.0,1
10818,0.0,0.0,0.0,1
10820,0.0,0.0,0.0,1
10822,0.0,0.0,0.0,1
10823,0.0,0.0,0.0,1
10824,14.76086956521739,27.717391304347828,280.4347826086956,1
10825,82.18947368421053,100.0,1561.578947368421,0
10826,71.47222222222223,100.0,929.1666666666666,0
10827,0.0,0.0,0.0,1
10830,80.67123287671232,89.04109589041096,1452.0547945205478,0
10832,70.09565217391305,87.82608695652175,1261.7391304347827,0
10834,52.083333333333336,65.97222222222221,625.0,1
10836,0.0,0.0,0.0,1
10838,64.32748538011695,70.17543859649122,1029.2397660818713,0
10841,0.0,0.0,0.0,1
10844,0.0,0.0,0.0,1
10846,70.94565217391305,69.56521739130434,1064.1304347826087,0
10847,70.45228215767635,79.25311203319502,986.3070539419087,0
10849,52.103448275862064,65.08620689655173,833.6206896551724,0
10855,0.0,0.0,0.0,1
10867,45.84193548387097,33.87096774193548,870.9677419354838,0
10869,0.0,96.0,0.0,1
10875,0.0,84.81675392670157,0.0,1
10879,47.72990353697749,33.762057877813504,763.6655948553055,0
10880,72.04964539007092,100.0,1224.822695035461,0
10886,0.0,0.0,0.0,1
10888,0.0,0.0,0.0,1
10889,0.0,97.02127659574468,0.0,1
10897,0.0,0.0,0.0,1
10898,0.0,57.48792270531401,0.0,1
10900,9.136363636363635,21.328671328671327,146.15384615384613,1
10904,27.347417840375588,46.009389671361504,437.5586854460094,1
10905,0.0,90.53030303030303,0.0,1
10908,0.0,0.0,0.0,1
10911,0.0,0.0,0.0,1
10914,70.62345679012346,100.0,1200.6172839506173,0
10921,10.23157894736842,21.052631578947366,194.3859649122807,1
10927,0.0,0.0,0.0,1
10929,0.0,0.0,0.0,1
10931,0.0,0.0,0.0,1
10934,54.975609756097555,100.0,1539.0243902439024,0
10940,0.0,87.5,0.0,1
10948,65.74371859296483,100.0,788.9447236180905,0
10956,0.0,0.0,0.0,1
10957,0.0,0.0,0.0,1
10959,51.277499999999996,42.75,974.25,0
10961,0.0,59.03307888040712,0.0,1
10962,18.583333333333332,97.91666666666666,241.66666666666666,1
10963,67.7936507936508,85.71428571428571,1016.9312169312169,0
10965,53.1575,42.0,850.5000000000001,0
10970,0.0,0.0,0.0,1
10971,0.0,0.0,0.0,1
10972,0.0,0.0,0.0,1
10973,21.5,100.0,666.6666666666667,0
10974,0.0,0.0,0.0,1
10975,30.346153846153847,92.3076923076923,576.9230769230769,1
10989,90.77659574468086,100.0,2451.063829787234,2
10994,63.685950413223146,100.0,1019.0082644628098,0
10996,0.0,0.0,0.0,1
11002,0.0,0.0,0.0,1
11003,49.44852941176471,26.65441176470588,890.0735294117646,0
11005,0.0,0.0,0.0,1
11008,0.0,0.0,0.0,1
11012,51.88909426987062,41.0351201478743,934.011090573013,0
11013,0.0,0.0,0.0,1
11021,69.19999999999999,100.0,1939.9999999999998,0
11024,63.20567375886525,54.96453900709219,1074.468085106383,0
11030,0.0,0.0,0.0,1
11032,0.0,0.0,0.0,1
11034,0.0,0.0,0.0,1
11037,0.0,0.0,0.0,1
11039,0.0,50.0,0.0,1
11045,43.89999999999999,100.0,1360.0,0
11050,0.0,0.0,0.0,1
11056,0.0,24.816625916870414,0.0,1
11057,0.0,31.67785234899329,0.0,1
11069,0.0,24.43609022556391,0.0,1
11077,88.52631578947368,100.0,2478.947368421053,2
11081,0.0,0.0,0.0,1
11082,0.0,44.29824561403509,0.0,1
11089,0.0,100.0,0.0,1
11099,89.9624060150376,100.0,1529.3233082706768,0
11104,68.54506437768241,21.888412017167383,1165.236051502146,0
11108,0.0,43.33996023856859,0.0,1
11111,0.0,53.28282828282829,0.0,1
11116,32.666666666666664,100.0,1011.1111111111111,0
11119,49.47780678851175,8.355091383812011,890.6005221932115,0
11127,0.0,0.0,0.0,1
11132,0.0,52.066115702479344,0.0,1
11137,44.20079522862823,19.4831013916501,795.6262425447317,0
11146,0.0,0.0,0.0,1
11150,0.0,0.0,0.0,1
11152,0.0,0.0,0.0,1
11157,32.63361344537815,10.084033613445378,587.3949579831932,1
11159,17.57142857142857,100.0,542.8571428571429,1
11169,0.0,44.303797468354425,0.0,1
11172,0.0,0.0,0.0,1
11173,0.0,49.22737306843267,0.0,1
11191,0.0,0.0,0.0,1
11192,0.0,0.0,0.0,1
11196,36.628571428571426,100.0,622.8571428571429,1
11199,0.0,27.912087912087912,0.0,1
11201,89.90909090909092,100.0,2518.1818181818185,2
11208,0.0,0.0,0.0,1
11213,34.601941747572816,59.22330097087378,622.8155339805826,1
11214,0.0,35.700934579439256,0.0,1
11216,70.49333333333334,100.0,1268.888888888889,0
11217,90.0625,100.0,2521.875,2
11218,85.484375,100.0,2393.75,2
11224,0.0,0.0,0.0,1
11227,62.30612244897959,84.89795918367346,1059.1836734693877,0
11231,97.70833333333333,100.0,3029.166666666667,2
11234,88.0828025477707,100.0,2466.2420382165606,2
11236,0.0,0.0,0.0,1
11240,0.0,0.0,0.0,1
11241,0.0,0.0,0.0,1
11242,77.6504854368932,100.0,2174.271844660194,2
11243,50.82666666666667,89.77777777777777,711.5555555555555,0
11245,74.10344827586208,85.0574712643678,1259.7701149425286,0
11247,0.0,0.0,0.0,1
11250,0.0,20.218037661050545,0.0,1
11251,33.13793103448276,100.0,596.551724137931,1
11253,0.0,0.0,0.0,1
11254,71.07438016528926,94.21487603305785,1137.190082644628,0
11255,0.0,21.65137614678899,0.0,1
11259,0.0,4.3999999999999995,0.0,1
11261,85.856,100.0,2404.0,2
11264,0.0,20.19002375296912,0.0,1
11266,0.0,54.427083333333336,0.0,1
11267,0.0,0.0,0.0,1
11269,0.0,0.0,0.0,1
11270,0.0,14.965986394557824,0.0,1
11271,0.0,7.054455445544554,0.0,1
11273,0.0,36.422413793103445,0.0,1
11274,0.0,12.536873156342182,0.0,1
11277,0.0,0.0,0.0,1
11287,0.0,0.0,0.0,1
11288,0.0,0.0,0.0,1
11293,0.0,0.0,0.0,1
11295,99.63775510204081,100.0,3088.775510204082,2
11296,0.0,46.81818181818182,0.0,1
11297,81.3611111111111,100.0,2277.777777777778,2
11300,96.375,100.0,2987.5,2
11310,73.73529411764706,100.0,2064.7058823529414,2
11312,83.45614035087719,100.0,2336.842105263158,2
11315,92.41085271317829,100.0,2587.5968992248063,2
11316,87.15436241610739,100.0,2440.268456375839,2
11318,0.0,0.0,0.0,1
11319,0.0,0.0,0.0,1
11321,0.0,0.0,0.0,1
11324,0.0,32.78301886792453,0.0,1
11325,0.0,0.0,0.0,1
11326,99.89285714285714,100.0,3096.4285714285716,2
11327,0.0,0.0,0.0,1
11329,0.0,0.0,0.0,1
11330,0.0,3.4013605442176873,0.0,1
11334,42.52459016393443,100.0,1318.032786885246,0
11337,88.28205128205127,100.0,2471.794871794872,2
11339,84.5913043478261,100.0,1522.6086956521738,0
11340,0.0,41.00529100529101,0.0,1
11342,86.16,100.0,2412.0,2
11343,0.0,0.0,0.0,1
11344,0.0,24.054054054054056,0.0,1
11345,0.0,0.0,0.0,1
11347,0.0,0.0,0.0,1
11350,0.0,19.88188976377953,0.0,1
11354,0.0,0.0,0.0,1
11355,0.0,0.0,0.0,1
11356,0.0,0.0,0.0,1
11365,65.00961538461539,100.0,1820.1923076923076,0
11366,46.328125,98.4375,1435.9375,0
11367,0.0,0.0,0.0,1
11370,0.0,17.932489451476794,0.0,1
11373,0.0,0.0,0.0,1
11376,86.08290155440413,100.0,2410.3626943005183,2
11377,31.089552238805968,43.28358208955223,559.7014925373135,1
11384,0.0,0.0,0.0,1
11385,0.0,0.0,0.0,1
11387,0.0,0.0,0.0,1
11389,93.07407407407408,100.0,2885.185185185185,2
11398,0.0,37.98449612403101,0.0,1
11401,80.02564102564102,100.0,2241.0256410256407,2
11403,0.0,0.0,0.0,1
11405,0.0,63.022508038585215,0.0,1
11406,0.0,55.325443786982255,0.0,1
11412,98.38709677419355,100.0,2754.838709677419,2
11416,52.70919881305638,47.47774480712167,843.3234421364984,0
11426,0.0,0.0,0.0,1
11430,95.09090909090911,100.0,2663.6363636363635,2
11431,0.0,0.0,0.0,1
11439,55.8526645768025,38.557993730407524,1005.3291536050157,0
11451,0.0,0.0,0.0,1
11452,96.96296296296296,100.0,2714.814814814815,2
11465,18.0,35.294117647058826,323.5294117647059,1
11478,0.0,0.0,0.0,1
11481,75.94945848375451,59.205776173285194,1215.1624548736463,0
11502,0.0,0.0,0.0,1
11504,40.435483870967744,54.83870967741935,1132.258064516129,0
11512,56.36363636363636,32.72727272727273,1014.5454545454545,0
11516,0.0,0.0,0.0,1
11546,0.0,0.0,0.0,1
11555,0.0,0.0,0.0,1
11560,0.0,59.33147632311978,0.0,1
11561,0.0,0.0,0.0,1
11562,0.0,0.0,0.0,1
11564,16.362637362637365,29.120879120879124,294.50549450549454,1
11570,0.0,0.0,0.0,1
11571,0.0,0.0,0.0,1
11573,0.0,0.0,0.0,1
11578,0.0,100.0,0.0,1
11580,0.0,0.0,0.0,1
11581,0.0,0.0,0.0,1
11586,0.0,0.0,0.0,1
11587,0.0,0.0,0.0,1
11588,0.0,100.0,0.0,1
11590,0.0,0.0,0.0,1
11591,73.72906403940887,100.0,1548.2758620689656,0
11597,92.35714285714286,100.0,2585.714285714286,2
11603,0.0,0.0,0.0,1
11606,82.9857142857143,73.80952380952381,1244.7619047619048,0
11607,0.0,0.0,0.0,1
11613,0.0,0.0,0.0,1
11614,66.07432432432432,80.4054054054054,1255.4054054054054,0
11615,0.0,66.38655462184873,0.0,1
11626,0.0,0.0,0.0,1
11628,0.0,0.0,0.0,1
11629,0.0,0.0,0.0,1
11631,51.65938864628821,50.21834061135371,1033.1877729257642,0
11632,47.12676056338028,97.1830985915493,1319.718309859155,0
11634,0.0,0.0,0.0,1
11639,0.0,0.0,0.0,1
11640,0.0,0.0,0.0,1
11645,0.0,0.0,0.0,1
11646,0.0,0.0,0.0,1
11648,0.0,0.0,0.0,1
11652,0.0,0.0,0.0,1
11655,0.0,0.0,0.0,1
11656,0.0,0.0,0.0,1
11657,0.0,0.0,0.0,1
11658,0.0,0.0,0.0,1
11664,0.0,0.0,0.0,1
11666,0.0,0.0,0.0,1
11670,49.96875,81.77083333333334,849.4791666666666,0
11671,0.0,0.0,0.0,1
11673,0.0,0.0,0.0,1
11674,100.0,100.0,3100.0,2
11677,0.0,0.0,0.0,1
11680,0.0,0.0,0.0,1
11681,0.0,63.78600823045267,0.0,1
11682,74.51020408163266,100.0,1266.6666666666665,0
11684,84.12962962962963,100.0,2355.5555555555557,2
11690,0.0,51.256281407035175,0.0,1
11692,0.0,0.0,0.0,1
11693,0.0,0.0,0.0,1
11695,0.0,0.0,0.0,1
11701,0.0,0.0,0.0,1
11703,65.85507246376811,100.0,1119.5652173913043,0
11706,0.0,0.0,0.0,1
11707,0.0,100.0,0.0,1
11712,0.0,61.53846153846154,0.0,1
11713,0.0,0.0,0.0,1
11720,0.0,0.0,0.0,1
11724,0.0,0.0,0.0,1
11725,0.0,0.0,0.0,1
11726,58.92857142857143,100.0,1650.0,0
11728,0.0,0.0,0.0,1
11729,0.0,0.0,0.0,1
11734,0.0,0.0,0.0,1
11737,0.0,0.0,0.0,1
11738,15.631147540983607,27.86885245901639,296.9945355191257,1
11750,0.0,0.0,0.0,1
11751,0.0,35.15625,0.0,1
11753,0.0,0.0,0.0,1
11755,0.0,0.0,0.0,1
11758,0.0,0.0,0.0,1
11759,0.0,0.0,0.0,1
11760,0.0,0.0,0.0,1
11763,0.0,0.0,0.0,1
11769,79.2605633802817,100.0,2457.042253521127,2
11770,0.0,0.0,0.0,1
11771,0.0,0.0,0.0,1
11772,0.0,0.0,0.0,1
11776,0.0,60.526315789473685,0.0,1
11777,0.0,0.0,0.0,1
11781,0.0,0.0,0.0,1
11787,63.65402843601896,73.93364928909952,1018.4834123222748,0
11789,0.0,18.103448275862068,0.0,1
11797,0.0,0.0,0.0,1
11801,0.0,39.23766816143498,0.0,1
11803,0.0,100.0,0.0,1
11805,0.0,0.0,0.0,1
11807,73.0845070422535,93.89671361502347,1315.4929577464789,0
11814,70.21468926553672,100.0,1263.8418079096045,0
11815,0.0,0.0,0.0,1
11820,0.0,0.0,0.0,1
11823,0.0,0.0,0.0,1
11824,0.0,21.333333333333336,0.0,1
11827,0.0,0.0,0.0,1
11828,0.0,0.0,0.0,1
11833,73.23693379790942,80.13937282229965,1171.7770034843206,0
11835,31.45,100.0,880.0000000000001,0
11839,0.0,0.0,0.0,1
11846,0.0,34.0,0.0,1
11848,0.0,100.0,0.0,1
11851,80.51243781094529,100.0,1449.2537313432836,0
11853,71.75483870967741,100.0,1291.6129032258063,0
11860,0.0,0.0,0.0,1
11882,39.94117647058823,100.0,1117.6470588235293,0
11899,0.0,100.0,0.0,1
11918,0.0,0.0,0.0,1
11921,0.0,0.0,0.0,1
11934,64.49358974358974,100.0,1805.7692307692307,0
11935,87.17948717948718,100.0,1656.4102564102566,0
11936,0.0,0.0,0.0,1
11940,0.0,0.0,0.0,1
11963,41.97752808988764,100.0,1175.2808988764045,0
11967,0.0,53.20197044334976,0.0,1
11973,46.02553191489361,12.340425531914894,874.468085106383,0
11981,84.5813953488372,100.0,1522.4806201550389,0
12028,0.0,0.0,0.0,1
12029,89.31313131313131,100.0,1696.969696969697,0
12042,0.0,0.0,0.0,1
12085,81.31884057971014,100.0,1463.768115942029,0
12100,0.0,0.0,0.0,1
12106,77.03703703703704,90.37037037037037,1232.5925925925926,0
12122,0.0,92.06349206349206,0.0,1
12128,0.0,0.0,0.0,1
12131,74.2089552238806,100.0,1335.820895522388,0
12139,0.0,0.0,0.0,1
12148,43.75,100.0,787.5,0
12171,0.0,0.0,0.0,1
12173,0.0,0.0,0.0,1
12186,0.0,0.0,0.0,1
12188,0.0,0.0,0.0,1
12197,59.43877551020408,100.0,1664.2857142857142,0
12198,85.0,100.0,1530.0,0
12201,55.96907216494845,100.0,1567.0103092783504,0
12222,0.0,0.0,0.0,1
12227,0.0,0.0,0.0,1
12228,0.0,0.0,0.0,1
12229,56.09,100.0,1570.5,0
12247,0.0,0.0,0.0,1
12249,73.76923076923076,78.69822485207101,1106.508875739645,0
12258,88.16666666666667,100.0,1675.0,0
12272,81.9448275862069,100.0,2294.4827586206898,2
12284,47.294871794871796,100.0,1324.3589743589744,0
12285,42.16666666666667,100.0,1180.701754385965,0
12286,73.07692307692307,100.0,2046.153846153846,2
12296,35.72727272727273,100.0,1000.0,0
12308,0.0,0.0,0.0,1
12309,0.0,0.0,0.0,1
12312,0.0,0.0,0.0,1
12316,78.07222222222222,100.0,1483.3333333333335,0
12318,59.61538461538461,100.0,1073.076923076923,0
12319,0.0,0.0,0.0,1
12323,65.91304347826087,74.34782608695653,988.695652173913,0
12326,85.0,72.46376811594203,1444.927536231884,0
12327,79.56410256410257,98.71794871794873,1432.0512820512822,0
12328,84.4438202247191,92.13483146067416,1097.752808988764,0
12329,77.86776859504133,99.17355371900827,1401.6528925619834,0
12330,79.4,100.0,1270.0,0
12332,87.72636815920399,99.00497512437812,1579.1044776119402,0
12334,95.27272727272728,100.0,2668.1818181818185,2
12335,81.61818181818182,99.0909090909091,1469.0909090909092,0
12336,95.74193548387096,100.0,2680.6451612903224,2
12337,64.43225806451613,49.67741935483871,966.4516129032257,0
12340,51.73170731707317,82.92682926829268,1448.780487804878,0
12342,71.56,100.0,2004.0,2
12354,0.0,0.0,0.0,1
12362,0.0,0.0,0.0,1
12367,66.41148325358853,99.52153110047847,1328.2296650717703,0
12383,0.0,0.0,0.0,1
12387,84.66666666666666,100.0,1608.6021505376343,0
12394,0.0,0.0,0.0,1
12398,40.45945945945946,99.45945945945947,809.1891891891893,0
12421,0.0,0.0,0.0,1
12423,41.78082191780822,100.0,835.6164383561644,0
12428,37.857142857142854,100.0,757.1428571428571,0
12432,17.388489208633096,78.41726618705036,312.9496402877698,1
12439,0.0,41.269841269841265,0.0,1
12442,57.4017094017094,100.0,1090.5982905982905,0
12446,31.391304347826086,100.0,627.8260869565217,1
12451,0.0,0.0,0.0,1
12452,69.57575757575758,100.0,1948.4848484848485,2
12453,0.0,0.0,0.0,1
12455,15.814814814814815,31.239935587761675,300.4830917874396,1
12458,74.58904109589042,80.13698630136986,1491.7808219178082,0
12460,88.25543478260869,90.76086956521739,2471.195652173913,2
12471,88.48387096774194,100.0,2477.4193548387098,2
12479,89.37254901960785,100.0,2770.5882352941176,2
12480,90.28571428571429,100.0,2528.5714285714284,2
12481,84.4920634920635,100.0,1351.851851851852,0
12483,64.21505376344085,87.09677419354838,1155.9139784946235,0
12484,0.0,0.0,0.0,1
12489,24.507936507936506,79.36507936507937,441.2698412698413,1
12491,52.98550724637682,81.15942028985508,953.6231884057971,0
12492,26.876623376623378,84.4155844155844,483.7662337662338,1
12494,59.90217391304348,94.56521739130434,1078.2608695652175,0
12495,0.0,0.0,0.0,1
12496,35.47008547008547,64.1025641025641,602.991452991453,1
12498,35.50166481687015,3.218645948945616,532.519422863485,1
12499,38.64661654135338,18.922305764411025,579.6992481203008,1
12500,0.0,0.0,0.0,1
12501,30.4375,5.614406779661017,456.56779661016947,1
12503,32.65582655826558,16.802168021680217,489.8373983739838,1
12504,31.36786188579017,10.092961487383798,470.5179282868526,1
12505,64.70229007633588,3.0534351145038165,1100.0,0
12506,35.362599771949824,4.218928164196123,530.4446978335234,1
12507,35.29005847953216,5.263157894736842,529.3567251461989,1
12508,39.55573770491803,6.065573770491803,672.4590163934427,0
12509,43.93333333333333,100.0,1230.0,0
12511,36.75828729281768,2.6243093922651934,551.3812154696133,1
12512,34.91166666666667,9.333333333333334,523.6666666666666,1
12513,32.215746421267895,3.476482617586912,483.2310838445808,1
12514,0.0,0.0,0.0,1
12515,76.36607142857143,100.0,1298.2142857142858,0
12516,41.01694915254237,7.627118644067797,615.2542372881355,1
12517,77.62295081967213,100.0,1319.672131147541,0
12519,42.93193717277487,15.968586387434556,643.979057591623,1
12520,36.310948905109484,13.138686131386862,544.6715328467153,1
12521,44.07692307692308,100.0,1234.6153846153848,0
12522,36.20967741935483,8.366935483870968,543.1451612903226,1
12524,55.00000000000001,59.74025974025974,1100.0,0
12526,40.368742368742375,20.757020757020758,847.7411477411478,0
12529,88.80392156862746,100.0,2486.274509803922,2
12531,73.98648648648648,77.02702702702703,1479.7297297297296,0
12535,39.895870736086174,37.70197486535009,359.0664272890485,1
12537,64.70588235294117,76.89075630252101,1100.0,0
12538,78.64406779661016,87.57062146892656,1572.8813559322034,0
12539,59.355371900826434,72.72727272727273,1009.0909090909091,0
12540,47.72432432432433,69.72972972972973,811.3513513513514,0
12542,76.93181818181819,90.9090909090909,1538.6363636363637,0
12544,41.277435265104806,18.618988902589393,866.8310727496918,0
12547,38.04213135068154,17.59603469640644,342.3791821561338,1
12548,33.41804320203304,15.88310038119441,300.7623888182973,1
12549,47.1523642732049,39.57968476357268,990.1926444833625,0
12576,78.50210970464136,89.0295358649789,1491.5611814345991,0
12589,0.0,0.0,0.0,1
12626,59.60301507537689,100.0,1072.8643216080402,0
12629,99.4920634920635,100.0,2785.714285714286,2
12630,0.0,0.0,0.0,1
12635,0.0,0.0,0.0,1
12637,0.0,0.0,0.0,1
12639,0.0,0.0,0.0,1
12645,0.0,0.0,0.0,1
12660,0.0,0.0,0.0,1
12664,0.0,0.0,0.0,1
12667,0.0,0.0,0.0,1
12672,71.11382113821139,54.47154471544715,1208.9430894308944,0
12677,0.0,0.0,0.0,1
12690,0.0,0.0,0.0,1
12695,0.0,0.0,0.0,1
12706,0.0,0.0,0.0,1
12707,0.0,0.0,0.0,1
12713,34.74074074074074,100.0,972.8395061728396,0
12715,0.0,0.0,0.0,1
12719,0.0,0.0,0.0,1
12727,0.0,0.0,0.0,1
12728,0.0,0.0,0.0,1
12729,0.0,0.0,0.0,1
12732,0.0,61.57407407407407,0.0,1
12734,0.0,0.0,0.0,1
12739,0.0,0.0,0.0,1
12740,81.30434782608695,100.0,1382.1739130434783,0
12752,0.0,0.0,0.0,1
12754,0.0,87.09677419354838,0.0,1
12759,0.0,0.0,0.0,1
12772,15.456521739130435,28.26086956521739,247.2826086956522,1
12773,71.62857142857143,100.0,1289.2857142857142,0
12776,75.22142857142858,82.85714285714286,1203.5714285714287,0
12777,0.0,0.0,0.0,1
12782,46.486111111111114,59.72222222222222,790.2777777777777,0
12784,69.76744186046511,70.34883720930233,1186.046511627907,0
12788,0.0,0.0,0.0,1
12790,36.80281690140845,66.90140845070422,699.2957746478874,0
12793,16.820967741935487,31.290322580645164,285.9677419354839,1
12794,76.44565217391303,69.56521739130434,1376.086956521739,0
12797,0.0,0.0,0.0,1
12810,63.517073170731706,73.65853658536585,889.2682926829268,0
12812,0.0,99.15254237288136,0.0,1
12815,78.0,100.0,1404.3478260869565,0
12816,0.0,0.0,0.0,1
12820,0.0,58.46153846153847,0.0,1
12826,77.19402985074628,100.0,1389.55223880597,0
12828,0.0,0.0,0.0,1
12829,0.0,82.4742268041237,0.0,1
12839,67.64406779661016,100.0,1150.0,0
12845,85.65116279069767,100.0,1541.860465116279,0
12851,86.17021276595744,100.0,1723.404255319149,0
12858,77.66,100.0,932.0,0
